NPI_1,ZIP1,Lat1,Long1,City1,State1,Influence score_1,NPI_2,ZIP2,Lat2,Long2,City2,State2,Influence score_2,PM_ID Score,Panel Score,Trial Score,Affiliation Score,Events Score,Overall Connection Strength,No. of Connections
1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,1770574071,2114,42.3552,-71.0734,Boston,Massachusetts,1.27,0,0,0,1,0,1,53
1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,1699757062,2114,42.3562,-71.0724,Boston,Massachusetts,3.68,0,0,0,1,0,1,53
1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,1750365664,2114,42.3567,-71.0719,Boston,Massachusetts,2.66,0,0,0,1,0,1,53
1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,1962607564,2114,42.3572,-71.0714,Boston,Massachusetts,3.06,0,0,0,1,0,1,53
1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,1720547938,2114,42.3582,-71.0704,Boston,Massachusetts,1.34,0,0,0,1,0,1,53
1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,1689635021,2114,42.3587,-71.0699,Boston,Massachusetts,2.9,0,0,0,1,0,1,53
1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,1558519454,2114,42.3592,-71.0694,Boston,Massachusetts,0.03,0,0,0,1,0,1,53
1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,0,0,0,1,0,1,53
1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,1316350267,2114,42.3617,-71.0669,Boston,Massachusetts,1.42,0,0,0,1,0,1,53
1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,1619945276,2114,42.3622,-71.0664,Boston,Massachusetts,1.62,0,0,0,1,0,1,53
1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,1437285145,2114,42.3627,-71.0659,Boston,Massachusetts,3.18,0,0,0,1,0,1,53
1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,1396901914,2114,42.3632,-71.0654,Boston,Massachusetts,1.64,0,0,0,1,0,1,53
1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,1841656717,2114,42.3637,-71.0649,Boston,Massachusetts,1.16,0,0,0,1,0,1,53
1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,1619004074,2114,42.3642,-71.0644,Boston,Massachusetts,1.53,0,0,0,1,0,1,53
1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,1548554579,2114,42.3647,-71.0639,Boston,Massachusetts,1.01,0,0,0,1,0,1,53
1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,1427461375,2114,42.3652,-71.0634,Boston,Massachusetts,1,0,0,0,1,0,1,53
1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,1568662278,2114,42.3657,-71.0629,Boston,Massachusetts,0.9,0,0,0,1,0,1,53
1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,1134532468,2114,42.3662,-71.0624,Boston,Massachusetts,1.34,0,0,0,1,0,1,53
1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,1174848279,2114,42.3667,-71.0619,Boston,Massachusetts,2.23,0,0,0,1,0,1,53
1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,1154491793,2114,42.3672,-71.0614,Boston,Massachusetts,1.54,0,0,0,1,0,1,53
1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,1821072257,2114,42.3677,-71.0609,Boston,Massachusetts,2.95,0,0,0,1,0,1,53
1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,1295391431,2114,42.3682,-71.0604,Boston,Massachusetts,0.86,0,0,0,1,0,1,53
1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,1700045945,2114,42.3687,-71.0599,Boston,Massachusetts,1.81,0,0,0,1,0,1,53
1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,1366423345,2114,42.3697,-71.0589,Boston,Massachusetts,1.5,0,0,0,1,0,1,53
1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,1407841034,2114,42.3707,-71.0579,Boston,Massachusetts,2.2,0,0,0,1,0,1,53
1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,1417110099,2114,42.3712,-71.0574,Boston,Massachusetts,1.49,0,0,0,1,0,1,53
1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,1952577025,2114,42.3717,-71.0569,Boston,Massachusetts,1.27,0,0,0,1,0,1,53
1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,1457764490,2114,42.3722,-71.0564,Boston,Massachusetts,0.83,0,0,0,1,0,1,53
1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,1790147395,2114,42.3727,-71.0559,Boston,Massachusetts,0.87,0,0,0,1,0,1,53
1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,1245211176,2114,42.3732,-71.0554,Boston,Massachusetts,1.77,0,0,0,1,0,1,53
1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,1649526070,2114,42.3742,-71.0544,Boston,Massachusetts,0.99,0,0,0,1,0,1,53
1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,1396158143,2114,42.3747,-71.0539,Boston,Massachusetts,0.72,0,0,0,1,0,1,53
1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,1326087131,2114,42.3752,-71.0534,Boston,Massachusetts,1.83,0,0,0,1,0,1,53
1699757062,2114,42.3562,-71.0724,Boston,Massachusetts,3.68,1760654438,2114,42.3507,-71.0779,Boston,Massachusetts,1.44,0,0,0,1,0,1,49
1699757062,2114,42.3562,-71.0724,Boston,Massachusetts,3.68,1942596036,2114,42.3522,-71.0764,Boston,Massachusetts,2.86,0,0,0,1,0,1,49
1699757062,2114,42.3562,-71.0724,Boston,Massachusetts,3.68,1730170630,2114,42.3532,-71.0754,Boston,Massachusetts,3.3,0,0,0,1,0,1,49
1699757062,2114,42.3562,-71.0724,Boston,Massachusetts,3.68,1770574071,2114,42.3552,-71.0734,Boston,Massachusetts,1.27,0,0,0,1,0,1,49
1699757062,2114,42.3562,-71.0724,Boston,Massachusetts,3.68,1750365664,2114,42.3567,-71.0719,Boston,Massachusetts,2.66,0,0,0,1,0,1,49
1699757062,2114,42.3562,-71.0724,Boston,Massachusetts,3.68,1962607564,2114,42.3572,-71.0714,Boston,Massachusetts,3.06,0,0,0,1,0,1,49
1699757062,2114,42.3562,-71.0724,Boston,Massachusetts,3.68,1720547938,2114,42.3582,-71.0704,Boston,Massachusetts,1.34,0,0,0,1,0,1,49
1699757062,2114,42.3562,-71.0724,Boston,Massachusetts,3.68,1841656717,2114,42.3637,-71.0649,Boston,Massachusetts,1.16,0,0,0,1,0,1,49
1699757062,2114,42.3562,-71.0724,Boston,Massachusetts,3.68,1821072257,2114,42.3677,-71.0609,Boston,Massachusetts,2.95,0,0,0,1,0,1,49
1699757062,2114,42.3562,-71.0724,Boston,Massachusetts,3.68,1700045945,2114,42.3687,-71.0599,Boston,Massachusetts,1.81,0,0,0,1,0,1,49
1699757062,2114,42.3562,-71.0724,Boston,Massachusetts,3.68,1952577025,2114,42.3717,-71.0569,Boston,Massachusetts,1.27,0,0,0,1,0,1,49
1699757062,2114,42.3562,-71.0724,Boston,Massachusetts,3.68,1790147395,2114,42.3727,-71.0559,Boston,Massachusetts,0.87,0,0,0,1,0,1,49
1750365664,2114,42.3567,-71.0719,Boston,Massachusetts,2.66,1760654438,2114,42.3507,-71.0779,Boston,Massachusetts,1.44,0,0,0,1,0,1,49
1750365664,2114,42.3567,-71.0719,Boston,Massachusetts,2.66,1942596036,2114,42.3522,-71.0764,Boston,Massachusetts,2.86,0,0,0,1,0,1,49
1750365664,2114,42.3567,-71.0719,Boston,Massachusetts,2.66,1770574071,2114,42.3552,-71.0734,Boston,Massachusetts,1.27,0,0,0,1,0,1,49
1750365664,2114,42.3567,-71.0719,Boston,Massachusetts,2.66,1962607564,2114,42.3572,-71.0714,Boston,Massachusetts,3.06,0,0,0,1,0,1,49
1750365664,2114,42.3567,-71.0719,Boston,Massachusetts,2.66,1841656717,2114,42.3637,-71.0649,Boston,Massachusetts,1.16,0,0,0,1,0,1,49
1750365664,2114,42.3567,-71.0719,Boston,Massachusetts,2.66,1821072257,2114,42.3677,-71.0609,Boston,Massachusetts,2.95,0,0,0,1,0,1,49
1750365664,2114,42.3567,-71.0719,Boston,Massachusetts,2.66,1952577025,2114,42.3717,-71.0569,Boston,Massachusetts,1.27,0,0,0,1,0,1,49
1750365664,2114,42.3567,-71.0719,Boston,Massachusetts,2.66,1790147395,2114,42.3727,-71.0559,Boston,Massachusetts,0.87,0,0,0,1,0,1,49
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1205823176,2114,42.3492,-71.0794,Boston,Massachusetts,1.27,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1760654438,2114,42.3507,-71.0779,Boston,Massachusetts,1.44,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1134606049,2114,42.3517,-71.0769,Boston,Massachusetts,1.43,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1942596036,2114,42.3522,-71.0764,Boston,Massachusetts,2.86,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1447019716,2114,42.3527,-71.0759,Boston,Massachusetts,1.44,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1730170630,2114,42.3532,-71.0754,Boston,Massachusetts,3.3,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1376533562,2114,42.3542,-71.0744,Boston,Massachusetts,2.14,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1417478793,2114,42.3547,-71.0739,Boston,Massachusetts,1.31,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1770574071,2114,42.3552,-71.0734,Boston,Massachusetts,1.27,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1124133038,2114,42.3557,-71.0729,Boston,Massachusetts,2.66,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1699757062,2114,42.3562,-71.0724,Boston,Massachusetts,3.68,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1750365664,2114,42.3567,-71.0719,Boston,Massachusetts,2.66,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1962607564,2114,42.3572,-71.0714,Boston,Massachusetts,3.06,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1720547938,2114,42.3582,-71.0704,Boston,Massachusetts,1.34,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1689635021,2114,42.3587,-71.0699,Boston,Massachusetts,2.9,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1558519454,2114,42.3592,-71.0694,Boston,Massachusetts,0.03,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1316350267,2114,42.3617,-71.0669,Boston,Massachusetts,1.42,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1619945276,2114,42.3622,-71.0664,Boston,Massachusetts,1.62,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1437285145,2114,42.3627,-71.0659,Boston,Massachusetts,3.18,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1396901914,2114,42.3632,-71.0654,Boston,Massachusetts,1.64,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1841656717,2114,42.3637,-71.0649,Boston,Massachusetts,1.16,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1619004074,2114,42.3642,-71.0644,Boston,Massachusetts,1.53,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1548554579,2114,42.3647,-71.0639,Boston,Massachusetts,1.01,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1427461375,2114,42.3652,-71.0634,Boston,Massachusetts,1,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1568662278,2114,42.3657,-71.0629,Boston,Massachusetts,0.9,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1134532468,2114,42.3662,-71.0624,Boston,Massachusetts,1.34,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1174848279,2114,42.3667,-71.0619,Boston,Massachusetts,2.23,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1154491793,2114,42.3672,-71.0614,Boston,Massachusetts,1.54,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1821072257,2114,42.3677,-71.0609,Boston,Massachusetts,2.95,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1295391431,2114,42.3682,-71.0604,Boston,Massachusetts,0.86,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1700045945,2114,42.3687,-71.0599,Boston,Massachusetts,1.81,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1366423345,2114,42.3697,-71.0589,Boston,Massachusetts,1.5,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1407841034,2114,42.3707,-71.0579,Boston,Massachusetts,2.2,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1417110099,2114,42.3712,-71.0574,Boston,Massachusetts,1.49,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1952577025,2114,42.3717,-71.0569,Boston,Massachusetts,1.27,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1457764490,2114,42.3722,-71.0564,Boston,Massachusetts,0.83,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1790147395,2114,42.3727,-71.0559,Boston,Massachusetts,0.87,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1245211176,2114,42.3732,-71.0554,Boston,Massachusetts,1.77,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1649526070,2114,42.3742,-71.0544,Boston,Massachusetts,0.99,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1396158143,2114,42.3747,-71.0539,Boston,Massachusetts,0.72,0,0,0,1,0,1,50
1063533982,2114,42.3577,-71.0709,Boston,Massachusetts,1.79,1326087131,2114,42.3752,-71.0534,Boston,Massachusetts,1.83,0,0,0,1,0,1,50
1720547938,2114,42.3582,-71.0704,Boston,Massachusetts,1.34,1760654438,2114,42.3507,-71.0779,Boston,Massachusetts,1.44,0,0,0,1,0,1,49
1720547938,2114,42.3582,-71.0704,Boston,Massachusetts,1.34,1942596036,2114,42.3522,-71.0764,Boston,Massachusetts,2.86,0,0,0,1,0,1,49
1720547938,2114,42.3582,-71.0704,Boston,Massachusetts,1.34,1730170630,2114,42.3532,-71.0754,Boston,Massachusetts,3.3,0,0,0,1,0,1,49
1720547938,2114,42.3582,-71.0704,Boston,Massachusetts,1.34,1770574071,2114,42.3552,-71.0734,Boston,Massachusetts,1.27,0,0,0,1,0,1,49
1720547938,2114,42.3582,-71.0704,Boston,Massachusetts,1.34,1750365664,2114,42.3567,-71.0719,Boston,Massachusetts,2.66,0,0,0,1,0,1,49
1720547938,2114,42.3582,-71.0704,Boston,Massachusetts,1.34,1962607564,2114,42.3572,-71.0714,Boston,Massachusetts,3.06,0,0,0,1,0,1,49
1720547938,2114,42.3582,-71.0704,Boston,Massachusetts,1.34,1841656717,2114,42.3637,-71.0649,Boston,Massachusetts,1.16,0,0,0,1,0,1,49
1720547938,2114,42.3582,-71.0704,Boston,Massachusetts,1.34,1821072257,2114,42.3677,-71.0609,Boston,Massachusetts,2.95,0,0,0,1,0,1,49
1720547938,2114,42.3582,-71.0704,Boston,Massachusetts,1.34,1952577025,2114,42.3717,-71.0569,Boston,Massachusetts,1.27,0,0,0,1,0,1,49
1720547938,2114,42.3582,-71.0704,Boston,Massachusetts,1.34,1790147395,2114,42.3727,-71.0559,Boston,Massachusetts,0.87,0,0,0,1,0,1,49
1689635021,2114,42.3587,-71.0699,Boston,Massachusetts,2.9,1760654438,2114,42.3507,-71.0779,Boston,Massachusetts,1.44,0,0,0,1,0,1,53
1689635021,2114,42.3587,-71.0699,Boston,Massachusetts,2.9,1942596036,2114,42.3522,-71.0764,Boston,Massachusetts,2.86,0,0,0,1,0,1,53
1689635021,2114,42.3587,-71.0699,Boston,Massachusetts,2.9,1730170630,2114,42.3532,-71.0754,Boston,Massachusetts,3.3,0,0,0,1,0,1,53
1689635021,2114,42.3587,-71.0699,Boston,Massachusetts,2.9,1770574071,2114,42.3552,-71.0734,Boston,Massachusetts,1.27,0,0,0,1,0,1,53
1689635021,2114,42.3587,-71.0699,Boston,Massachusetts,2.9,1699757062,2114,42.3562,-71.0724,Boston,Massachusetts,3.68,0,0,0,1,0,1,53
1689635021,2114,42.3587,-71.0699,Boston,Massachusetts,2.9,1750365664,2114,42.3567,-71.0719,Boston,Massachusetts,2.66,0,0,0,1,0,1,53
1689635021,2114,42.3587,-71.0699,Boston,Massachusetts,2.9,1962607564,2114,42.3572,-71.0714,Boston,Massachusetts,3.06,0,0,0,1,0,1,53
1689635021,2114,42.3587,-71.0699,Boston,Massachusetts,2.9,1720547938,2114,42.3582,-71.0704,Boston,Massachusetts,1.34,0,0,0,1,0,1,53
1689635021,2114,42.3587,-71.0699,Boston,Massachusetts,2.9,1841656717,2114,42.3637,-71.0649,Boston,Massachusetts,1.16,0,0,0,1,0,1,53
1689635021,2114,42.3587,-71.0699,Boston,Massachusetts,2.9,1821072257,2114,42.3677,-71.0609,Boston,Massachusetts,2.95,0,0,0,1,0,1,53
1689635021,2114,42.3587,-71.0699,Boston,Massachusetts,2.9,1700045945,2114,42.3687,-71.0599,Boston,Massachusetts,1.81,0,0,0,1,0,1,53
1689635021,2114,42.3587,-71.0699,Boston,Massachusetts,2.9,1952577025,2114,42.3717,-71.0569,Boston,Massachusetts,1.27,0,0,0,1,0,1,53
1689635021,2114,42.3587,-71.0699,Boston,Massachusetts,2.9,1790147395,2114,42.3727,-71.0559,Boston,Massachusetts,0.87,0,0,0,1,0,1,53
1558519454,2114,42.3592,-71.0694,Boston,Massachusetts,0.03,1760654438,2114,42.3507,-71.0779,Boston,Massachusetts,1.44,0,0,0,1,0,1,49
1558519454,2114,42.3592,-71.0694,Boston,Massachusetts,0.03,1942596036,2114,42.3522,-71.0764,Boston,Massachusetts,2.86,0,0,0,1,0,1,49
1558519454,2114,42.3592,-71.0694,Boston,Massachusetts,0.03,1730170630,2114,42.3532,-71.0754,Boston,Massachusetts,3.3,0,0,0,1,0,1,49
1558519454,2114,42.3592,-71.0694,Boston,Massachusetts,0.03,1770574071,2114,42.3552,-71.0734,Boston,Massachusetts,1.27,0,0,0,1,0,1,49
1558519454,2114,42.3592,-71.0694,Boston,Massachusetts,0.03,1699757062,2114,42.3562,-71.0724,Boston,Massachusetts,3.68,0,0,0,1,0,1,49
1558519454,2114,42.3592,-71.0694,Boston,Massachusetts,0.03,1750365664,2114,42.3567,-71.0719,Boston,Massachusetts,2.66,0,0,0,1,0,1,49
1558519454,2114,42.3592,-71.0694,Boston,Massachusetts,0.03,1962607564,2114,42.3572,-71.0714,Boston,Massachusetts,3.06,0,0,0,1,0,1,49
1558519454,2114,42.3592,-71.0694,Boston,Massachusetts,0.03,1720547938,2114,42.3582,-71.0704,Boston,Massachusetts,1.34,0,0,0,1,0,1,49
1558519454,2114,42.3592,-71.0694,Boston,Massachusetts,0.03,1689635021,2114,42.3587,-71.0699,Boston,Massachusetts,2.9,0,0,0,1,0,1,49
1558519454,2114,42.3592,-71.0694,Boston,Massachusetts,0.03,1619945276,2114,42.3622,-71.0664,Boston,Massachusetts,1.62,0,0,0,1,0,1,49
1558519454,2114,42.3592,-71.0694,Boston,Massachusetts,0.03,1841656717,2114,42.3637,-71.0649,Boston,Massachusetts,1.16,0,0,0,1,0,1,49
1558519454,2114,42.3592,-71.0694,Boston,Massachusetts,0.03,1619004074,2114,42.3642,-71.0644,Boston,Massachusetts,1.53,0,0,0,1,0,1,49
1558519454,2114,42.3592,-71.0694,Boston,Massachusetts,0.03,1568662278,2114,42.3657,-71.0629,Boston,Massachusetts,0.9,0,0,0,1,0,1,49
1558519454,2114,42.3592,-71.0694,Boston,Massachusetts,0.03,1821072257,2114,42.3677,-71.0609,Boston,Massachusetts,2.95,0,0,0,1,0,1,49
1558519454,2114,42.3592,-71.0694,Boston,Massachusetts,0.03,1700045945,2114,42.3687,-71.0599,Boston,Massachusetts,1.81,0,0,0,1,0,1,49
1558519454,2114,42.3592,-71.0694,Boston,Massachusetts,0.03,1952577025,2114,42.3717,-71.0569,Boston,Massachusetts,1.27,0,0,0,1,0,1,49
1558519454,2114,42.3592,-71.0694,Boston,Massachusetts,0.03,1790147395,2114,42.3727,-71.0559,Boston,Massachusetts,0.87,0,0,0,1,0,1,49
1558519454,2114,42.3592,-71.0694,Boston,Massachusetts,0.03,1649526070,2114,42.3742,-71.0544,Boston,Massachusetts,0.99,0,0,0,1,0,1,49
1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,1760654438,2114,42.3507,-71.0779,Boston,Massachusetts,1.44,0,0,0,1,0,1,53
1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,1942596036,2114,42.3522,-71.0764,Boston,Massachusetts,2.86,0,0,0,1,0,1,53
1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,1447019716,2114,42.3527,-71.0759,Boston,Massachusetts,1.44,0,0,0,1,0,1,53
1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,1730170630,2114,42.3532,-71.0754,Boston,Massachusetts,3.3,0,0,0,1,0,1,53
1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,1376533562,2114,42.3542,-71.0744,Boston,Massachusetts,2.14,0,0,0,1,0,1,53
1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,1417478793,2114,42.3547,-71.0739,Boston,Massachusetts,1.31,0,0,0,1,0,1,53
1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,1770574071,2114,42.3552,-71.0734,Boston,Massachusetts,1.27,0,0,0,1,0,1,53
1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,1699757062,2114,42.3562,-71.0724,Boston,Massachusetts,3.68,0,0,0,1,0,1,53
1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,1750365664,2114,42.3567,-71.0719,Boston,Massachusetts,2.66,0,0,0,1,0,1,53
1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,1962607564,2114,42.3572,-71.0714,Boston,Massachusetts,3.06,0,0,0,1,0,1,53
1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,1720547938,2114,42.3582,-71.0704,Boston,Massachusetts,1.34,0,0,0,1,0,1,53
1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,1689635021,2114,42.3587,-71.0699,Boston,Massachusetts,2.9,0,0,0,1,0,1,53
1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,1558519454,2114,42.3592,-71.0694,Boston,Massachusetts,0.03,0,0,0,1,0,1,53
1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,1316350267,2114,42.3617,-71.0669,Boston,Massachusetts,1.42,0,0,0,1,0,1,53
1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,1619945276,2114,42.3622,-71.0664,Boston,Massachusetts,1.62,0,0,0,1,0,1,53
1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,1437285145,2114,42.3627,-71.0659,Boston,Massachusetts,3.18,0,0,0,1,0,1,53
1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,1396901914,2114,42.3632,-71.0654,Boston,Massachusetts,1.64,0,0,0,1,0,1,53
1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,1841656717,2114,42.3637,-71.0649,Boston,Massachusetts,1.16,0,0,0,1,0,1,53
1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,1619004074,2114,42.3642,-71.0644,Boston,Massachusetts,1.53,0,0,0,1,0,1,53
1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,1548554579,2114,42.3647,-71.0639,Boston,Massachusetts,1.01,0,0,0,1,0,1,53
1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,1427461375,2114,42.3652,-71.0634,Boston,Massachusetts,1,0,0,0,1,0,1,53
1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,1568662278,2114,42.3657,-71.0629,Boston,Massachusetts,0.9,0,0,0,1,0,1,53
1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,1821072257,2114,42.3677,-71.0609,Boston,Massachusetts,2.95,0,0,0,1,0,1,53
1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,1295391431,2114,42.3682,-71.0604,Boston,Massachusetts,0.86,0,0,0,1,0,1,53
1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,1700045945,2114,42.3687,-71.0599,Boston,Massachusetts,1.81,0,0,0,1,0,1,53
1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,1366423345,2114,42.3697,-71.0589,Boston,Massachusetts,1.5,0,0,0,1,0,1,53
1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,1407841034,2114,42.3707,-71.0579,Boston,Massachusetts,2.2,0,0,0,1,0,1,53
1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,1417110099,2114,42.3712,-71.0574,Boston,Massachusetts,1.49,0,0,0,1,0,1,53
1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,1952577025,2114,42.3717,-71.0569,Boston,Massachusetts,1.27,0,0,0,1,0,1,53
1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,1457764490,2114,42.3722,-71.0564,Boston,Massachusetts,0.83,0,0,0,1,0,1,53
1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,1790147395,2114,42.3727,-71.0559,Boston,Massachusetts,0.87,0,0,0,1,0,1,53
1275988750,2114,42.3602,-71.0684,Boston,Massachusetts,1.74,1649526070,2114,42.3742,-71.0544,Boston,Massachusetts,0.99,0,0,0,1,0,1,53
